id,group,segment,events
19218,test,high,63.0
72460,test,high,57.0
15720,test,high,72.0
57492,test,high,71.0
14256,test,high,82.0
4169,test,high,66.0
44190,test,high,77.0
58389,test,high,61.0
56617,test,high,59.0
92931,test,high,61.0
37553,test,high,59.0
83538,test,high,76.0
26348,test,high,80.0
72952,test,high,81.0
30106,test,high,73.0
40665,test,high,78.0
71991,test,high,81.0
3561,test,high,65.0
24955,test,high,65.0
33582,test,high,75.0
78393,test,high,70.0
32642,test,high,76.0
49416,test,high,78.0
43339,test,high,76.0
57744,test,high,62.0
37407,test,high,59.0
89132,test,high,67.0
76605,test,high,73.0
79306,test,high,67.0
73386,test,high,66.0
4563,test,high,71.0
26716,test,high,72.0
50989,test,high,55.0
47367,test,high,74.0
23922,test,high,65.0
95381,test,high,75.0
76591,test,high,75.0
63602,test,high,58.0
68470,test,high,70.0
53784,test,high,80.0
17182,test,high,63.0
73469,test,high,68.0
82066,test,high,62.0
89266,test,high,75.0
25398,test,high,63.0
18120,test,high,66.0
84944,test,high,61.0
42333,test,high,69.0
59466,test,high,68.0
95001,test,high,74.0
5979,test,high,72.0
22279,test,high,59.0
8183,test,high,69.0
42061,test,high,71.0
30028,test,high,71.0
64647,test,high,76.0
64404,test,high,57.0
47629,test,high,69.0
35210,test,high,64.0
60774,test,high,59.0
74549,test,high,65.0
74032,test,high,72.0
29744,test,high,91.0
63215,test,high,61.0
14714,test,high,69.0
83604,test,high,75.0
46381,test,high,79.0
47587,test,high,73.0
45458,test,high,77.0
55105,test,high,73.0
25493,test,high,77.0
50234,test,high,73.0
20196,test,high,57.0
57204,test,high,81.0
39584,test,high,73.0
74512,test,high,54.0
68067,test,high,68.0
80694,test,high,66.0
44299,test,high,68.0
84862,test,high,77.0
46204,test,high,74.0
49349,test,high,75.0
43775,test,high,76.0
75813,test,high,59.0
52895,test,high,81.0
8857,test,high,66.0
69792,test,high,70.0
53584,test,high,76.0
81573,test,high,66.0
47117,test,high,76.0
11678,test,high,78.0
42415,test,high,73.0
12874,test,high,73.0
78718,test,high,58.0
74417,test,high,84.0
41252,test,high,66.0
28295,test,high,73.0
98502,test,high,72.0
64118,test,high,82.0
23477,test,high,74.0
58458,test,high,55.0
88840,test,high,79.0
15430,test,high,65.0
31859,test,high,73.0
44434,test,high,80.0
76481,test,high,79.0
97251,test,high,78.0
34481,test,high,83.0
91670,test,high,77.0
80622,test,high,63.0
77547,test,high,59.0
78058,test,high,78.0
2383,test,high,85.0
11576,test,high,65.0
12935,test,high,73.0
57491,test,high,79.0
13940,test,high,76.0
77056,test,high,62.0
40285,test,high,69.0
47553,test,high,73.0
14216,test,high,73.0
92427,test,high,80.0
55609,test,high,80.0
61592,test,high,71.0
31127,test,high,88.0
85019,test,high,74.0
28347,test,high,64.0
27857,test,high,84.0
95041,test,high,79.0
52403,test,high,67.0
47273,test,high,76.0
719,test,high,69.0
71867,test,high,65.0
3862,test,high,70.0
12083,test,high,87.0
64274,test,high,78.0
90928,test,high,64.0
46259,test,high,73.0
15812,test,high,84.0
32952,test,high,77.0
66529,test,high,68.0
78764,test,high,67.0
88463,test,high,66.0
88828,test,high,71.0
21177,test,high,60.0
34763,test,high,81.0
51664,test,high,71.0
19222,test,high,81.0
96005,test,high,84.0
82653,test,high,81.0
78524,test,high,78.0
48619,test,high,70.0
87654,test,high,66.0
20280,test,high,62.0
90273,test,high,63.0
11287,test,high,75.0
56904,test,high,80.0
6946,test,high,71.0
98098,test,high,60.0
64675,test,high,51.0
40441,test,high,73.0
32878,test,high,64.0
54281,test,high,58.0
79228,test,high,53.0
53396,test,high,72.0
23556,test,high,71.0
13629,test,high,67.0
12277,test,high,75.0
15463,test,high,74.0
10983,test,high,86.0
99477,test,high,72.0
66685,test,high,66.0
62283,test,high,61.0
34616,test,high,68.0
10282,test,high,69.0
98702,test,high,71.0
68159,test,high,63.0
22623,test,high,68.0
76658,test,high,63.0
81007,test,high,84.0
1993,test,high,49.0
80964,test,high,71.0
47875,test,high,74.0
23391,test,high,63.0
11291,test,high,67.0
73209,test,high,80.0
96292,test,high,67.0
49304,test,high,64.0
32056,test,high,74.0
39062,test,high,88.0
22083,test,high,74.0
86819,test,high,78.0
57436,test,high,85.0
61361,test,high,85.0
600,test,high,85.0
45148,test,high,75.0
52770,test,high,75.0
79001,test,high,70.0
22433,test,high,61.0
15132,test,high,55.0
17440,test,high,72.0
94452,test,high,79.0
43432,test,high,67.0
90719,test,high,63.0
19854,test,high,60.0
90980,test,high,60.0
56161,test,high,62.0
59552,test,high,58.0
2187,test,high,80.0
31304,test,high,65.0
38306,test,high,64.0
47962,test,high,67.0
12215,test,high,78.0
69289,test,high,74.0
78648,test,high,56.0
62321,test,high,70.0
65068,test,high,68.0
41856,test,high,60.0
66118,test,high,60.0
16791,test,high,70.0
21545,test,high,71.0
7935,test,high,62.0
37751,test,high,69.0
60821,test,high,85.0
45959,test,high,78.0
71208,test,high,61.0
65330,test,high,77.0
22449,test,high,68.0
1737,test,high,72.0
95596,test,high,88.0
60313,test,high,83.0
27145,test,high,67.0
31437,test,high,79.0
99190,test,high,69.0
34959,test,high,72.0
83103,test,high,74.0
62676,test,high,66.0
41226,test,high,73.0
43433,test,high,79.0
67824,test,high,61.0
3377,test,high,81.0
77020,test,high,51.0
66890,test,high,73.0
9018,test,high,87.0
12606,test,high,73.0
6812,test,high,63.0
41529,test,high,70.0
23095,test,high,62.0
58582,test,high,60.0
74790,test,high,81.0
86127,test,high,76.0
93171,test,high,69.0
65882,test,high,61.0
54957,test,high,65.0
68400,test,high,64.0
39082,test,high,59.0
18188,test,high,73.0
38055,test,high,75.0
36837,test,high,91.0
81318,test,high,50.0
27020,test,high,75.0
73674,test,high,76.0
64947,test,high,92.0
42868,test,high,67.0
96888,test,high,72.0
24647,test,high,75.0
58504,test,high,69.0
18171,test,high,72.0
55185,test,high,58.0
17283,test,high,76.0
82203,test,high,70.0
59359,test,high,69.0
57114,test,high,58.0
45670,test,high,69.0
32021,test,high,67.0
16926,test,high,61.0
77506,test,high,59.0
2562,test,high,68.0
14182,test,high,80.0
11501,test,high,67.0
81205,test,high,81.0
63362,test,high,77.0
86145,test,high,60.0
52717,test,high,85.0
63836,test,high,74.0
32162,test,high,60.0
36407,test,high,74.0
30368,test,high,70.0
3879,test,high,82.0
71697,test,high,85.0
95522,test,high,78.0
33940,test,high,62.0
23397,test,high,73.0
56420,test,high,65.0
21780,test,high,52.0
14618,test,high,65.0
81270,test,high,66.0
72715,test,high,67.0
32014,test,high,74.0
1123,test,high,78.0
45603,test,high,61.0
23072,test,high,73.0
70655,test,high,75.0
79266,test,high,74.0
34946,test,high,83.0
74980,test,high,54.0
3872,test,high,86.0
62735,test,high,77.0
15813,test,high,70.0
88870,test,high,60.0
56198,test,high,78.0
37453,test,high,80.0
98163,test,high,66.0
24953,test,high,81.0
54176,test,high,80.0
8434,test,high,64.0
94246,test,high,65.0
38895,test,high,87.0
56041,test,high,72.0
55961,test,high,65.0
92087,test,high,80.0
62407,test,high,62.0
26699,test,high,66.0
51140,test,high,66.0
66152,test,high,65.0
34827,test,high,67.0
11303,test,high,74.0
5160,test,high,46.0
4656,test,high,64.0
17950,test,high,67.0
1613,test,high,52.0
69813,test,high,76.0
61249,test,high,86.0
62265,test,high,72.0
44114,test,high,64.0
29154,test,high,68.0
48656,test,high,56.0
52708,test,high,51.0
43272,test,high,60.0
42893,test,high,66.0
41608,test,high,53.0
1814,test,high,72.0
94784,test,high,82.0
32981,test,high,69.0
3054,test,high,65.0
8586,test,high,66.0
74654,test,high,66.0
46929,test,high,62.0
14451,test,high,69.0
49889,test,high,75.0
61750,test,high,67.0
54138,test,high,46.0
83545,test,high,72.0
78993,test,high,64.0
15999,test,high,75.0
39361,test,high,63.0
49479,test,high,83.0
31992,test,high,64.0
87558,test,high,68.0
25570,test,high,67.0
93906,test,high,58.0
62655,test,high,67.0
69189,test,high,69.0
29833,test,high,80.0
71725,test,high,68.0
96020,test,high,75.0
30528,test,high,61.0
28061,test,high,69.0
8621,test,high,80.0
26028,test,high,84.0
48341,test,high,66.0
56120,test,high,66.0
29646,test,high,64.0
25200,test,high,68.0
79023,test,high,71.0
83066,test,high,68.0
95777,test,high,71.0
4356,test,high,70.0
30319,test,high,76.0
44343,test,high,72.0
74533,test,high,59.0
49454,test,high,76.0
50742,test,high,68.0
24755,test,high,60.0
29074,test,high,81.0
76505,test,high,64.0
33279,test,high,78.0
38219,test,high,89.0
10309,test,high,79.0
16030,test,high,73.0
78936,test,high,75.0
27523,test,high,75.0
45871,test,high,72.0
62810,test,high,70.0
88686,test,high,60.0
15148,test,high,65.0
34446,test,high,68.0
81975,test,high,67.0
23846,test,high,65.0
53168,test,high,69.0
75230,test,high,76.0
98516,test,high,77.0
72312,test,high,79.0
81487,test,high,67.0
61048,test,high,89.0
15313,test,high,58.0
89979,test,high,70.0
72913,test,high,74.0
24530,test,high,80.0
79916,test,high,72.0
87227,test,high,65.0
24438,test,high,60.0
50378,test,high,62.0
41265,test,high,52.0
63095,test,high,63.0
64913,test,high,73.0
21991,test,high,70.0
60643,test,high,74.0
61527,test,high,92.0
21118,test,high,83.0
8461,test,high,66.0
88626,test,high,73.0
33149,test,high,77.0
81095,test,high,71.0
21578,test,high,53.0
35302,test,high,70.0
31044,test,high,59.0
36886,test,high,67.0
98315,test,high,58.0
37581,test,high,90.0
71993,test,high,72.0
12668,test,high,71.0
98118,test,high,75.0
32529,test,high,67.0
52877,test,high,59.0
35061,test,high,70.0
16051,test,high,90.0
62620,test,high,50.0
43215,test,high,84.0
38879,test,high,58.0
21231,test,high,91.0
40733,test,high,83.0
68260,test,high,52.0
90605,test,high,72.0
47285,test,high,66.0
89333,test,high,68.0
39202,test,high,59.0
11740,test,high,71.0
23458,test,high,82.0
74884,test,high,61.0
73482,test,high,65.0
34558,test,high,72.0
68994,test,high,54.0
27468,test,high,73.0
34375,test,high,63.0
80454,test,high,59.0
26394,test,high,60.0
90997,test,high,50.0
45542,test,high,77.0
95300,test,high,69.0
99240,test,high,63.0
79415,test,high,78.0
70542,test,high,81.0
74496,test,high,56.0
58089,test,high,72.0
42909,test,high,66.0
92467,test,high,66.0
4731,test,high,72.0
55879,test,high,76.0
47179,test,high,77.0
33444,test,high,76.0
80693,test,high,76.0
54088,test,high,62.0
76447,test,high,70.0
9073,test,high,78.0
25401,test,high,64.0
34781,test,high,77.0
63444,test,high,80.0
31101,test,high,72.0
4858,test,high,71.0
16320,test,high,53.0
42716,test,high,68.0
52992,test,high,63.0
49112,test,high,69.0
13924,test,high,75.0
68577,test,high,66.0
33145,test,high,81.0
97116,test,high,82.0
36527,test,high,53.0
96262,test,high,83.0
40186,test,high,76.0
53490,test,high,60.0
43297,test,high,77.0
52104,test,high,59.0
26456,test,high,71.0
84188,test,high,57.0
14549,test,high,64.0
96710,test,high,63.0
49674,test,high,69.0
64833,test,high,67.0
16510,test,high,65.0
34539,test,high,76.0
69923,test,high,74.0
19641,test,high,65.0
66903,test,high,68.0
13589,test,high,75.0
35433,test,high,72.0
15450,test,high,70.0
5155,test,high,72.0
59892,test,high,64.0
63671,test,high,62.0
33913,test,high,65.0
50823,test,high,63.0
2001,test,high,64.0
58655,test,high,61.0
54131,test,high,65.0
2787,test,high,74.0
94905,test,high,76.0
30526,test,high,69.0
68241,test,high,59.0
77000,test,high,67.0
16526,test,high,77.0
47290,test,high,69.0
58111,test,high,72.0
79470,test,high,73.0
33809,test,high,74.0
10935,test,high,66.0
50114,test,high,52.0
38309,test,high,69.0
12646,test,high,77.0
29967,test,high,82.0
59774,test,high,66.0
78571,test,high,68.0
50990,test,high,63.0
20456,test,high,70.0
81338,test,high,63.0
70264,test,high,67.0
45152,test,high,66.0
62575,test,high,73.0
13474,test,high,75.0
96071,test,high,68.0
29132,test,high,61.0
74350,test,high,60.0
18384,test,high,75.0
10861,test,high,61.0
58610,test,high,68.0
58012,test,high,70.0
71158,test,high,58.0
10449,test,high,81.0
10246,test,high,68.0
77021,test,high,73.0
16782,test,high,58.0
47111,test,high,70.0
47823,test,high,63.0
32125,test,high,71.0
99897,test,high,76.0
72682,test,high,78.0
31953,test,high,78.0
50704,test,high,72.0
40193,test,high,73.0
53770,test,high,76.0
82462,test,high,71.0
73993,test,high,66.0
43972,test,high,69.0
44810,test,high,72.0
63485,test,high,70.0
90133,test,high,62.0
48399,test,high,80.0
38360,test,high,67.0
19166,test,high,62.0
70357,test,high,71.0
16321,test,high,63.0
7634,test,high,87.0
60875,test,high,68.0
89003,test,high,62.0
96613,test,high,72.0
72861,test,high,75.0
76062,test,high,67.0
72779,test,high,64.0
44384,test,high,50.0
70438,test,high,73.0
84675,test,high,69.0
62946,test,high,57.0
20716,test,high,73.0
81131,test,high,76.0
96032,test,high,65.0
99366,test,high,70.0
39877,test,high,73.0
40403,test,high,74.0
83061,test,high,72.0
74348,test,high,71.0
51840,test,high,99.0
79672,test,high,72.0
48062,test,high,69.0
8404,test,high,77.0
24933,test,high,82.0
75748,test,high,81.0
64575,test,high,67.0
94898,test,high,70.0
40963,test,high,84.0
90499,test,high,76.0
40420,test,high,68.0
72225,test,high,79.0
59987,test,high,63.0
46842,test,high,64.0
21851,test,high,65.0
26962,test,high,66.0
27328,test,high,65.0
12296,test,high,68.0
75010,test,high,73.0
64254,test,high,84.0
12765,test,high,62.0
15781,test,high,62.0
54368,test,high,62.0
5164,test,high,52.0
25376,test,high,68.0
73781,test,high,66.0
47947,test,high,73.0
45038,test,high,62.0
12438,test,high,69.0
19352,test,high,63.0
53096,test,high,68.0
46612,test,high,55.0
93876,test,high,68.0
24579,test,high,78.0
82674,test,high,80.0
65566,test,high,77.0
79341,test,high,62.0
49929,test,high,66.0
13795,test,high,65.0
90314,test,high,70.0
20528,test,high,74.0
61447,test,high,86.0
76513,test,high,86.0
92273,test,high,59.0
87817,test,high,76.0
56494,test,high,81.0
54447,test,high,71.0
56892,test,high,63.0
60804,test,high,70.0
7174,test,high,75.0
70529,test,high,72.0
53019,test,high,81.0
29966,test,high,66.0
6381,test,high,68.0
25121,test,high,74.0
94988,test,high,68.0
54066,test,high,82.0
35351,test,high,70.0
82741,test,high,73.0
8199,test,high,53.0
17376,test,high,69.0
9388,test,high,68.0
31424,test,high,81.0
95065,test,high,69.0
20496,test,high,69.0
93214,test,high,67.0
62593,test,high,74.0
40192,test,high,71.0
41,test,high,81.0
42355,test,high,88.0
61200,test,high,66.0
7808,test,high,93.0
85721,test,high,86.0
63957,test,high,61.0
14760,test,high,54.0
50871,test,high,68.0
47295,test,high,62.0
53803,test,high,67.0
16426,test,high,63.0
84633,test,high,71.0
65580,test,high,72.0
7608,test,high,83.0
71722,test,high,63.0
59648,test,high,61.0
53640,test,high,50.0
59381,test,high,74.0
73983,test,high,67.0
82825,test,high,77.0
55244,test,high,56.0
67436,test,high,59.0
87425,test,high,56.0
46029,test,high,63.0
75458,test,high,76.0
35964,test,high,74.0
18429,test,high,55.0
79024,test,high,66.0
24634,test,high,59.0
39835,test,high,87.0
97915,test,high,75.0
90630,test,high,71.0
77670,test,high,72.0
17450,test,high,66.0
11735,test,high,83.0
92295,test,high,73.0
14176,test,high,67.0
21527,test,high,85.0
52422,test,high,79.0
26203,test,high,57.0
27765,test,high,58.0
95459,test,high,67.0
81167,test,high,72.0
75053,test,high,81.0
80749,test,high,66.0
11349,test,high,74.0
23531,test,high,58.0
98487,test,high,76.0
54689,test,high,68.0
96365,test,high,63.0
51159,test,high,70.0
44459,test,high,66.0
15426,test,high,71.0
9224,test,high,63.0
21394,test,high,82.0
98737,test,high,77.0
87163,test,high,60.0
26959,test,high,60.0
41886,test,high,79.0
59974,test,high,75.0
55766,test,high,84.0
30543,test,high,59.0
46579,test,high,67.0
33076,test,high,58.0
63031,test,high,88.0
60734,test,high,62.0
76403,test,high,76.0
77066,test,high,72.0
95872,test,high,78.0
94170,test,high,73.0
58792,test,high,91.0
34026,test,high,60.0
50100,test,high,91.0
63977,test,high,69.0
47025,test,high,54.0
5935,test,high,65.0
96751,test,high,70.0
50873,test,high,72.0
70899,test,high,66.0
87358,test,high,68.0
48131,test,high,54.0
34500,test,high,86.0
48629,test,high,67.0
99207,test,high,66.0
24872,test,high,78.0
58453,test,high,75.0
27137,test,high,66.0
75841,test,high,65.0
9326,test,high,64.0
46300,test,high,65.0
71263,test,high,65.0
85855,test,high,78.0
99790,test,high,68.0
76180,test,high,69.0
81117,test,high,64.0
50089,test,high,76.0
95309,test,high,77.0
73620,test,high,72.0
24991,test,high,67.0
33974,test,high,70.0
24204,test,high,91.0
50467,test,high,68.0
93425,test,high,72.0
15364,test,high,69.0
14175,test,high,82.0
35938,test,high,74.0
50113,test,high,69.0
32958,test,high,69.0
70880,test,high,60.0
11601,test,high,67.0
67503,test,high,63.0
27877,test,high,85.0
56330,test,high,78.0
13244,test,high,61.0
20845,test,high,76.0
38892,test,high,63.0
43773,test,high,63.0
78792,test,high,77.0
32219,test,high,71.0
26762,test,high,51.0
78741,test,high,68.0
99006,test,high,74.0
62159,test,high,85.0
46374,test,high,73.0
71637,test,high,66.0
71688,test,high,69.0
99808,test,high,59.0
51213,test,high,95.0
35694,test,high,71.0
19149,test,high,64.0
26335,test,high,77.0
33393,test,high,64.0
81286,test,high,64.0
50841,test,high,67.0
25709,test,high,74.0
33054,test,high,56.0
7532,test,high,67.0
613,test,high,69.0
87939,test,high,67.0
88382,test,high,70.0
31049,test,high,71.0
3252,test,high,78.0
31688,test,high,59.0
64819,test,high,72.0
4668,test,high,64.0
72390,test,high,66.0
42567,test,high,55.0
53732,test,high,84.0
99371,test,high,68.0
76409,test,high,70.0
17999,test,high,82.0
84719,test,high,75.0
54227,test,high,61.0
42908,test,high,83.0
4471,test,high,64.0
49531,test,high,70.0
8389,test,high,68.0
91420,test,high,60.0
39327,test,high,75.0
18484,test,high,58.0
36355,test,high,71.0
81778,test,high,74.0
260,test,high,75.0
79987,test,high,70.0
26735,test,high,74.0
72195,test,high,62.0
87164,test,high,79.0
11259,test,high,56.0
12658,test,high,70.0
25063,test,high,52.0
43304,test,high,74.0
85748,test,high,83.0
79739,test,high,62.0
69098,test,high,75.0
51903,test,high,76.0
25765,test,high,85.0
60086,test,high,77.0
54935,test,high,73.0
14904,test,high,65.0
20713,test,high,80.0
46491,test,high,64.0
20816,test,high,68.0
15580,test,high,64.0
64398,test,high,71.0
72728,test,high,62.0
62638,test,high,62.0
69879,test,high,60.0
75853,test,high,70.0
52492,test,high,62.0
94996,test,high,78.0
48083,test,high,75.0
93983,test,high,80.0
7908,test,high,46.0
78358,test,high,62.0
27843,test,high,70.0
58869,test,high,66.0
27174,test,high,78.0
63883,test,high,76.0
32463,test,high,72.0
42930,test,high,59.0
6427,test,high,79.0
28290,test,high,78.0
51276,test,high,53.0
56145,test,high,75.0
8447,test,high,63.0
44830,test,high,54.0
47810,test,high,69.0
38502,test,high,61.0
34097,test,high,75.0
35104,test,high,78.0
82161,test,high,65.0
28611,test,high,84.0
85846,test,high,68.0
68576,test,high,67.0
67029,test,high,68.0
5449,test,high,64.0
13756,test,high,67.0
12794,test,high,63.0
63616,test,high,80.0
41352,test,high,76.0
55052,test,high,60.0
10950,test,high,73.0
